id,Indice,Indice_d,Categoria,Categoria_d,Grupo,Grupo_d,Elemento,Descricao,variavel,Categoria_key,Grupo_key
5.12.10,5,Other Indices Created Using V-Dem Data,12,Elections,,,10,Freedom of domestic movement,v2xcl_dmove,5.12,5.12.
5.12.11,5,Other Indices Created Using V-Dem Data,12,Elections,,,11,Freedom from forced labor,v2xcl_slave,5.12,5.12.
5.12.12,5,Other Indices Created Using V-Dem Data,12,Elections,,,12,Legislative or constituent assembly election,v2xel_elecparl,5.12,5.12.
5.12.13,5,Other Indices Created Using V-Dem Data,12,Elections,,,13,Presidential election,v2xel_elecpres,5.12,5.12.
5.12.14,5,Other Indices Created Using V-Dem Data,12,Elections,,,14,Legislature directly elected,v2xex_elecleg,5.12,5.12.
5.12.15,5,Other Indices Created Using V-Dem Data,12,Elections,,,15,Legislature closed down or aborted,v2xlg_leginter,5.12,5.12.
5.12.16,5,Other Indices Created Using V-Dem Data,12,Elections,,,16,Alternative sources of information index,v2xme_altinf,5.12,5.12.
5.13,5,Other Indices Created Using V-Dem Data,13,Party Institutionalization,,,,Party Institutionalization,,5.13,
5.13.1,5,Other Indices Created Using V-Dem Data,13,Party Institutionalization,,,1,Party institutionalization index,v2xps_party,5.13,5.13.
5.14,5,Other Indices Created Using V-Dem Data,14,Consensual Democracy Dimensions,,,,Consensual Democracy Dimensions,,5.14,
5.14.1,5,Other Indices Created Using V-Dem Data,14,Consensual Democracy Dimensions,,,1,Divided party control index,v2x_divparctrl,5.14,5.14.
5.14.2,5,Other Indices Created Using V-Dem Data,14,Consensual Democracy Dimensions,,,2,Division of power index,v2x_feduni,5.14,5.14.
5.15,5,Other Indices Created Using V-Dem Data,15,Academic Freedom,,,,Academic Freedom,,5.15,
5.15.1,5,Other Indices Created Using V-Dem Data,15,Academic Freedom,,,1,Academic Freedom Index,v2xca_academ,5.15,5.15.
6,6,Party Systems,,,,,,Party Systems,,,
6.1,6,Party Systems,1,Party-System Democracy Index,,,,Party-System Democracy Index,v2xpas_democracy,6.1,
6.2,6,Party Systems,2,Government Coalition Democracy Index,,,,Government Coalition Democracy Index,v2xpas_democracy_government,6.2,
6.3,6,Party Systems,3,Opposition Parties Democracy Index,,,,Opposition Parties Democracy Index,v2xpas_democracy_opposition,6.3,
6.4,6,Party Systems,4,Party-System Religion Index,,,,Party-System Religion Index,v2xpas_religion,6.4,
6.5,6,Party Systems,5,Government Coalition Religion Index,,,,Government Coalition Religion Index,v2xpas_religion_government,6.5,
6.6,6,Party Systems,6,Opposition Parties Religion Index,,,,Opposition Parties Religion Index,v2xpas_religion_opposition,6.6,
6.7,6,Party Systems,7,Party-System Exclusion Index,,,,Party-System Exclusion Index,v2xpas_exclusion,6.7,
6.8,6,Party Systems,8,Government Coalition Party-System Exclusion Index,,,,Government Coalition Party-System Exclusion Index,v2xpas_exclusion_government,6.8,
6.9,6,Party Systems,9,Opposition Parties Party-System Exclusion Index,,,,Opposition Parties Party-System Exclusion Index,v2xpas_exclusion_opposition,6.9,
6.10,6,Party Systems,10,Party-System Left-Right Index,,,,Party-System Left-Right Index,v2xpas_economic,6.10,
6.11,6,Party Systems,11,Government Coalition Left-Right Index,,,,Government Coalition Left-Right Index,v2xpas_economic_government,6.11,
6.12,6,Party Systems,12,Opposition Parties Left-Right Index,,,,Opposition Parties Left-Right Index,v2xpas_economic_opposition,6.12,
7,7,Digital Society Survey,,,,,,Digital Society Survey,,,
7.1,7,Digital Society Survey,1,Coordinated Information Operations,,,,Coordinated Information Operations,,7.1,
7.1.1,7,Digital Society Survey,1,Coordinated Information Operations,,,1,Government dissemination of false information domestic,v2smgovdom,7.1,7.1.1
7.1.2,7,Digital Society Survey,1,Coordinated Information Operations,,,2,Government dissemination of false information abroad,v2smgovab,7.1,7.1.2
7.1.3,7,Digital Society Survey,1,Coordinated Information Operations,,,3,Party dissemination of false information domestic,v2smpardom,7.1,7.1.3
7.1.4,7,Digital Society Survey,1,Coordinated Information Operations,,,4,Party dissemination of false information abroad,v2smparab,7.1,7.1.4
7.1.5,7,Digital Society Survey,1,Coordinated Information Operations,,,5,Foreign governments dissemination of false information,v2smfordom,7.1,7.1.5
7.1.6,7,Digital Society Survey,1,Coordinated Information Operations,,,6,Foreign governments ads,v2smforads,7.1,7.1.6
7.2,7,Digital Society Survey,2,Digital Media Freedom,,,,Digital Media Freedom,,7.2,
7.2.1,7,Digital Society Survey,2,Digital Media Freedom,,,1,Government Internet filtering capacity,v2smgovfilcap,7.2,7.2.1
7.2.2,7,Digital Society Survey,2,Digital Media Freedom,,,2,Government Internet filtering in practice,v2smgovfilprc,7.2,7.2.2
7.2.3,7,Digital Society Survey,2,Digital Media Freedom,,,3,Government Internet shut down capacity,v2smgovshutcap,7.2,7.2.3
7.2.4,7,Digital Society Survey,2,Digital Media Freedom,,,4,Government Internet shut down in practice,v2smgovshut,7.2,7.2.4
7.2.5,7,Digital Society Survey,2,Digital Media Freedom,,,5,Government social media shut down in practice,v2smgovsm,7.2,7.2.5
7.2.6,7,Digital Society Survey,2,Digital Media Freedom,,,6,Government social media alternatives,v2smgovsmalt,7.2,7.2.6
7.2.7,7,Digital Society Survey,2,Digital Media Freedom,,,7,Government social media monitoring,v2smgovsmmon,7.2,7.2.7
7.2.8,7,Digital Society Survey,2,Digital Media Freedom,,,8,Government social media censorship in practice,v2smgovsmcenprc,7.2,7.2.8
7.2.9,7,Digital Society Survey,2,Digital Media Freedom,,,9,Government cyber security capacity,v2smgovcapsec,7.2,7.2.9
7.2.10,7,Digital Society Survey,2,Digital Media Freedom,,,10,Political parties cyber security capacity,v2smpolcap,7.2,7.2.1
7.3,7,Digital Society Survey,3,State Internet Regulation Capacity and Approach,,,,State Internet Regulation Capacity and Approach,,7.3,
7.3.1,7,Digital Society Survey,3,State Internet Regulation Capacity and Approach,,,1,Internet legal regulation content,v2smregcon,7.3,7.3.1
7.3.2,7,Digital Society Survey,3,State Internet Regulation Capacity and Approach,,,2,Privacy protection by law exists,v2smprivex,7.3,7.3.2
7.3.3,7,Digital Society Survey,3,State Internet Regulation Capacity and Approach,,,3,Privacy protection by law content,v2smprivcon,7.3,7.3.3
7.3.4,7,Digital Society Survey,3,State Internet Regulation Capacity and Approach,,,4,Government capacity to regulate online content,v2smregcap,7.3,7.3.4
7.3.5,7,Digital Society Survey,3,State Internet Regulation Capacity and Approach,,,5,Government online content regulation approach,v2smregapp,7.3,7.3.5
7.3.6,7,Digital Society Survey,3,State Internet Regulation Capacity and Approach,,,6,Defamation protection,v2smlawpr,7.3,7.3.6
7.3.7,7,Digital Society Survey,3,State Internet Regulation Capacity and Approach,,,7,Abuse of defamation and copyright law by elites,v2smdefabu,7.3,7.3.7
7.4,7,Digital Society Survey,4,Online Media Polarization,,,,Online Media Polarization,,7.4,
7.4.1,7,Digital Society Survey,4,Online Media Polarization,,,1,Online media existence,v2smonex,7.4,7.4.1
7.4.2,7,Digital Society Survey,4,Online Media Polarization,,,2,Online media perspectives,v2smonper,7.4,7.4.2
7.4.3,7,Digital Society Survey,4,Online Media Polarization,,,3,Online media fractionalization,v2smmefra,7.4,7.4.3
7.5,7,Digital Society Survey,5,Social Cleavages,,,,Social Cleavages,,7.5,
7.5.1,7,Digital Society Survey,5,Social Cleavages,,,1,Online harassment groups,v2smhargr,7.5,7.5.1
7.5.2,7,Digital Society Survey,5,Social Cleavages,,,2,Other online harassment groups,v2smhargrtxt,7.5,7.5.2
7.5.3,7,Digital Society Survey,5,Social Cleavages,,,3,Use of social media to organize offline violence,v2smorgviol,7.5,7.5.3
7.5.4,7,Digital Society Survey,5,Social Cleavages,,,4,Average people’s use of social media to organize offline action,v2smorgavgact,7.5,7.5.4
7.5.5,7,Digital Society Survey,5,Social Cleavages,,,5,Elites’ use of social media to organize offline action,v2smorgelitact,7.5,7.5.5
7.5.6,7,Digital Society Survey,5,Social Cleavages,,,6,Types of organization through social media,v2smorgtypes,7.5,7.5.6
7.5.7,7,Digital Society Survey,5,Social Cleavages,,,7,Other types of organization through social media,v2smorgtypestxt,7.5,7.5.7
7.5.8,7,Digital Society Survey,5,Social Cleavages,,,8,Party/candidate use of social media in campaigns,v2smcamp,7.5,7.5.8
7.5.9,7,Digital Society Survey,5,Social Cleavages,,,9,Arrests for political content,v2smarrest,7.5,7.5.9
7.5.10,7,Digital Society Survey,5,Social Cleavages,,,10,Polarization of society,v2smpolsoc,7.5,7.5.1
7.5.11,7,Digital Society Survey,5,Social Cleavages,,,11,Political parties hate speech,v2smpolhate,7.5,7.5.1
8,8,Varieties of Indoctrination,,,,,,Varieties of Indoctrination,,,
8.1,8,Varieties of Indoctrination,1,Indoctrination Indices,,,,Indoctrination Indices,,8.1,
8.1.1,8,Varieties of Indoctrination,1,Indoctrination Indices,,,1,Indoctrination potential in education,v2xed_ed_inpt,8.1,8.1.1
8.1.2,8,Varieties of Indoctrination,1,Indoctrination Indices,,,2,Political education effort in education,v2xed_ed_poed,8.1,8.1.2
8.1.3,8,Varieties of Indoctrination,1,Indoctrination Indices,,,3,Indoctrination coherence in education,v2xed_ed_inco,8.1,8.1.3
8.1.4,8,Varieties of Indoctrination,1,Indoctrination Indices,,,4,Centralization of the education system,v2xed_ed_cent,8.1,8.1.4
8.1.5,8,Varieties of Indoctrination,1,Indoctrination Indices,,,5,Control over educational agents,v2xed_ed_ctag,8.1,8.1.5
8.1.6,8,Varieties of Indoctrination,1,Indoctrination Indices,,,6,Indoctrination content in education,v2xed_ed_con,8.1,8.1.6
8.1.7,8,Varieties of Indoctrination,1,Indoctrination Indices,,,7,Democratic indoctrination content in education,v2xed_ed_dmcon,8.1,8.1.7
8.1.8,8,Varieties of Indoctrination,1,Indoctrination Indices,,,8,Patriotic indoctrination content in education,v2xed_ed_ptcon,8.1,8.1.8
8.1.9,8,Varieties of Indoctrination,1,Indoctrination Indices,,,9,Patriotic indoctrination content in education and the media,v2xed_ptcon,8.1,8.1.9
8.1.10,8,Varieties of Indoctrination,1,Indoctrination Indices,,,10,Indoctrination potential in education and the media,v2xedvd_inpt,8.1,8.1.1
8.1.11,8,Varieties of Indoctrination,1,Indoctrination Indices,,,11,Indoctrination coherence,v2xedvd_me_inco,8.1,8.1.1
8.1.12,8,Varieties of Indoctrination,1,Indoctrination Indices,,,12,Centralization of media control,v2xedvd_me_cent,8.1,8.1.1
8.1.13,8,Varieties of Indoctrination,1,Indoctrination Indices,,,13,Control over media agents,v2xedvd_me_ctag,8.1,8.1.1
8.2,8,Varieties of Indoctrination,2,General Curriculum,,,,General Curriculum,,8.2,
8.2.1,8,Varieties of Indoctrination,2,General Curriculum,,,1,Centralized curriculum,v2edcentcurrlm,8.2,8.2.1
8.2.2,8,Varieties of Indoctrination,2,General Curriculum,,,2,Centralized textbook approval,v2edcenttxbooks,8.2,8.2.2
8.3,8,Varieties of Indoctrination,3,Specialized Subject Curriculum,,,,Specialized Subject Curriculum,,8.3,
8.3.1,8,Varieties of Indoctrination,3,Specialized Subject Curriculum,,,1,"Political education, primary school",v2edpoledprim,8.3,8.3.1
8.3.2,8,Varieties of Indoctrination,3,Specialized Subject Curriculum,,,2,"Political education, secondary school",v2edpoledsec,8.3,8.3.2
8.3.3,8,Varieties of Indoctrination,3,Specialized Subject Curriculum,,,3,Political rights and duties in the curriculum,v2edpoledrights,8.3,8.3.3
8.3.4,8,Varieties of Indoctrination,3,Specialized Subject Curriculum,,,4,Patriotic education in the curriculum,v2edpatriot,8.3,8.3.4
8.3.5,8,Varieties of Indoctrination,3,Specialized Subject Curriculum,,,5,Ideology in the curriculum,v2edideol,8.3,8.3.5
8.3.6,8,Varieties of Indoctrination,3,Specialized Subject Curriculum,,,6,Ideology character in the curriculum,v2edideolch,8.3,8.3.6
8.3.7,8,Varieties of Indoctrination,3,Specialized Subject Curriculum,,,7,Ideology character in the curriculum,v2edideolch_rec,8.3,8.3.7
8.3.8,8,Varieties of Indoctrination,3,Specialized Subject Curriculum,,,8,Pluralism in the curriculum,v2edplural,8.3,8.3.8
8.3.9,8,Varieties of Indoctrination,3,Specialized Subject Curriculum,,,9,Critical engagement with education content,v2edcritical,8.3,8.3.9
8.3.10,8,Varieties of Indoctrination,3,Specialized Subject Curriculum,,,10,Teacher autonomy in the classroom,v2edteautonomy,8.3,8.3.1
8.3.11,8,Varieties of Indoctrination,3,Specialized Subject Curriculum,,,11,Mathematics and science education,v2edmath,8.3,8.3.1
8.4,8,Varieties of Indoctrination,4,Teachers,,,,Teachers,,8.4,
8.4.1,8,Varieties of Indoctrination,4,Teachers,,,1,Education requirements for primary school teachers,v2edtequal,8.4,8.4.1
8.4.2,8,Varieties of Indoctrination,4,Teachers,,,2,Teacher inspection,v2temonitor,8.4,8.4.2
8.4.3,8,Varieties of Indoctrination,4,Teachers,,,3,Presence of teacher unions,v2edteunion,8.4,8.4.3
8.4.4,8,Varieties of Indoctrination,4,Teachers,,,4,Independent teacher unions,v2edteunionindp,8.4,8.4.4
8.4.5,8,Varieties of Indoctrination,4,Teachers,,,5,Political teacher hiring,v2edtehire,8.4,8.4.5
8.4.6,8,Varieties of Indoctrination,4,Teachers,,,6,Political teacher firing,v2edtefire,8.4,8.4.6
8.5,8,Varieties of Indoctrination,5,Schools,,,,Schools,,8.5,
8.5.1,8,Varieties of Indoctrination,5,Schools,,,1,Presence of patriotic symbols in schools,v2edscpatriot,8.5,8.5.1
8.5.2,8,Varieties of Indoctrination,5,Schools,,,2,Celebration of patriotic symbols,v2edscpatriotcb,8.5,8.5.2
8.5.3,8,Varieties of Indoctrination,5,Schools,,,3,Extracurricular activities,v2edscextracurr,8.5,8.5.3
8.6,8,Varieties of Indoctrination,6,Media,,,,Media,,8.6,
8.6.1,8,Varieties of Indoctrination,6,Media,,,1,State-owned print media,v2medstateprint,8.6,8.6.1
8.6.2,8,Varieties of Indoctrination,6,Media,,,2,State-owned broadcast media,v2medstatebroad,8.6,8.6.2
8.6.3,8,Varieties of Indoctrination,6,Media,,,3,"Political influence, state-owned media",v2medpolstate,8.6,8.6.3
8.6.4,8,Varieties of Indoctrination,6,Media,,,4,"Political influence, non state-owned media",v2medpolnonstate,8.6,8.6.4
8.6.5,8,Varieties of Indoctrination,6,Media,,,5,Patriotism in the media,v2medpatriot,8.6,8.6.5
8.6.6,8,Varieties of Indoctrination,6,Media,,,6,Control of entertainment content,v2medentrain,8.6,8.6.6
9,9,Other Democracy Indices and Indicators,,,,,,Other Democracy Indices and Indicators,,,
9.1,9,Other Democracy Indices and Indicators,1,Ordinal Versions of Indices,,,,Ordinal Versions of Indices,,9.1,
9.1.1,9,Other Democracy Indices and Indicators,1,Ordinal Versions of Indices,,,1,Additive polyarchy index ordinal,e_v2x_api,9.1,9.1.1
9.1.2,9,Other Democracy Indices and Indicators,1,Ordinal Versions of Indices,,,2,Civil liberties index ordinal,e_v2x_civlib,9.1,9.1.2
9.1.3,9,Other Democracy Indices and Indicators,1,Ordinal Versions of Indices,,,3,Physical violence index ordinal,e_v2x_clphy,9.1,9.1.3
9.1.4,9,Other Democracy Indices and Indicators,1,Ordinal Versions of Indices,,,4,Political civil liberties index ordinal,e_v2x_clpol,9.1,9.1.4
9.1.5,9,Other Democracy Indices and Indicators,1,Ordinal Versions of Indices,,,5,Private liberties index ordinal,e_v2x_clpriv,9.1,9.1.5
9.1.6,9,Other Democracy Indices and Indicators,1,Ordinal Versions of Indices,,,6,Political corruption index ordinal,e_v2x_corr,9.1,9.1.6
9.1.7,9,Other Democracy Indices and Indicators,1,Ordinal Versions of Indices,,,7,Civil society participation index ordinal,e_v2x_cspart,9.1,9.1.7
9.1.8,9,Other Democracy Indices and Indicators,1,Ordinal Versions of Indices,,,8,Deliberative democracy index ordinal,e_v2x_delibdem,9.1,9.1.8
9.1.9,9,Other Democracy Indices and Indicators,1,Ordinal Versions of Indices,,,9,Electoral component index ordinal,e_v2x_EDcomp_thick,9.1,9.1.9
9.1.10,9,Other Democracy Indices and Indicators,1,Ordinal Versions of Indices,,,10,Egalitarian component index ordinal,e_v2x_egal,9.1,9.1.1
9.1.11,9,Other Democracy Indices and Indicators,1,Ordinal Versions of Indices,,,11,Egalitarian democracy index ordinal,e_v2x_egaldem,9.1,9.1.1
9.1.12,9,Other Democracy Indices and Indicators,1,Ordinal Versions of Indices,,,12,Elected officials index,e_v2x_elecoff,9.1,9.1.1
9.1.13,9,Other Democracy Indices and Indicators,1,Ordinal Versions of Indices,,,13,Executive corruption index ordinal,e_v2x_execorr,9.1,9.1.1
9.1.14,9,Other Democracy Indices and Indicators,1,Ordinal Versions of Indices,,,14,Division of power index ordinal,e_v2x_feduni,9.1,9.1.1
9.1.15,9,Other Democracy Indices and Indicators,1,Ordinal Versions of Indices,,,15,Freedom of association,e_v2x_frassoc_thick,9.1,9.1.1
9.1.16,9,Other Democracy Indices and Indicators,1,Ordinal Versions of Indices,,,16,Freedom of expression index ordinal,e_v2x_freexp,9.1,9.1.1
9.1.17,9,Other Democracy Indices and Indicators,1,Ordinal Versions of Indices,,,17,Expanded freedom of expression index ordinal,e_v2x_freexp_altinf,9.1,9.1.1
9.1.18,9,Other Democracy Indices and Indicators,1,Ordinal Versions of Indices,,,18,Women civil liberties index ordinal,e_v2x_gencl,9.1,9.1.1
9.1.19,9,Other Democracy Indices and Indicators,1,Ordinal Versions of Indices,,,19,Women civil society participation index ordinal,e_v2x_gencs,9.1,9.1.1
9.1.20,9,Other Democracy Indices and Indicators,1,Ordinal Versions of Indices,,,20,Women political empowerment index ordinal,e_v2x_gender,9.1,9.1.2
9.1.21,9,Other Democracy Indices and Indicators,1,Ordinal Versions of Indices,,,21,Women political participation index ordinal,e_v2x_genpp,9.1,9.1.2
9.1.22,9,Other Democracy Indices and Indicators,1,Ordinal Versions of Indices,,,22,Judicial constraints on the executive index ordinal,e_v2x_jucon,9.1,9.1.2
9.1.23,9,Other Democracy Indices and Indicators,1,Ordinal Versions of Indices,,,23,Liberal democracy index ordinal,e_v2x_libdem,9.1,9.1.2
9.1.24,9,Other Democracy Indices and Indicators,1,Ordinal Versions of Indices,,,24,Liberal component index ordinal,e_v2x_liberal,9.1,9.1.2
9.1.25,9,Other Democracy Indices and Indicators,1,Ordinal Versions of Indices,,,25,Multiplicative polyarchy index ordinal,e_v2x_mpi,9.1,9.1.2
9.1.26,9,Other Democracy Indices and Indicators,1,Ordinal Versions of Indices,,,26,Participatory component index ordinal,e_v2x_partip,9.1,9.1.2
9.1.27,9,Other Democracy Indices and Indicators,1,Ordinal Versions of Indices,,,27,Participatory democracy index ordinal,e_v2x_partipdem,9.1,9.1.2
9.1.28,9,Other Democracy Indices and Indicators,1,Ordinal Versions of Indices,,,28,Electoral democracy index ordinal,e_v2x_polyarchy,9.1,9.1.2
9.1.29,9,Other Democracy Indices and Indicators,1,Ordinal Versions of Indices,,,29,Public sector corruption index ordinal,e_v2x_pubcorr,9.1,9.1.2
9.1.30,9,Other Democracy Indices and Indicators,1,Ordinal Versions of Indices,,,30,Share of population with suffrage ordinal,e_v2x_suffr,9.1,9.1.3
9.1.31,9,Other Democracy Indices and Indicators,1,Ordinal Versions of Indices,,,31,Equality before the law and individual liberty index ordinal,e_v2xcl_rol,9.1,9.1.3
9.1.32,9,Other Democracy Indices and Indicators,1,Ordinal Versions of Indices,,,32,Core civil society index ordinal,e_v2xcs_ccsi,9.1,9.1.3
9.1.33,9,Other Democracy Indices and Indicators,1,Ordinal Versions of Indices,,,33,Direct popular vote index ordinal,e_v2xdd_dd,9.1,9.1.3
9.1.34,9,Other Democracy Indices and Indicators,1,Ordinal Versions of Indices,,,34,Deliberative component index ordinal,e_v2xdl_delib,9.1,9.1.3
9.1.35,9,Other Democracy Indices and Indicators,1,Ordinal Versions of Indices,,,35,Equal distribution of resources index ordinal,e_v2xeg_eqdr,9.1,9.1.3
9.1.36,9,Other Democracy Indices and Indicators,1,Ordinal Versions of Indices,,,36,Equal protection index ordinal,e_v2xeg_eqprotec,9.1,9.1.3
9.1.37,9,Other Democracy Indices and Indicators,1,Ordinal Versions of Indices,,,37,Clean elections index ordinal,e_v2xel_frefair,9.1,9.1.3
9.1.38,9,Other Democracy Indices and Indicators,1,Ordinal Versions of Indices,,,38,Local government index ordinal,e_v2xel_locelec,9.1,9.1.3
9.1.39,9,Other Democracy Indices and Indicators,1,Ordinal Versions of Indices,,,39,Regional government index ordinal,e_v2xel_regelec,9.1,9.1.3
9.1.40,9,Other Democracy Indices and Indicators,1,Ordinal Versions of Indices,,,40,Legislative constraints on the executive index ordinal,e_v2xlg_legcon,9.1,9.1.4
9.1.41,9,Other Democracy Indices and Indicators,1,Ordinal Versions of Indices,,,41,Alternative sources of information index ordinal,e_v2xme_altinf,9.1,9.1.4
9.1.42,9,Other Democracy Indices and Indicators,1,Ordinal Versions of Indices,,,42,Party institutionalization index ordinal,e_v2xps_party,9.1,9.1.4
9.2,9,Other Democracy Indices and Indicators,2,Political Regimes,,,,Political Regimes,,9.2,
9.2.1,9,Other Democracy Indices and Indicators,2,Political Regimes,,,1,Democracy,e_boix_regime,9.2,9.2.1
9.2.2,9,Other Democracy Indices and Indicators,2,Political Regimes,,,2,Democratic breakdowns,e_democracy_breakdowns,9.2,9.2.2
9.2.3,9,Other Democracy Indices and Indicators,2,Political Regimes,,,3,Omitted data,e_democracy_omitteddata,9.2,9.2.3
9.2.4,9,Other Democracy Indices and Indicators,2,Political Regimes,,,4,Democratic transition,e_democracy_trans,9.2,9.2.4
9.3,9,Other Democracy Indices and Indicators,3,Freedom House,,,,Freedom House,,9.3,
9.3.1,9,Other Democracy Indices and Indicators,3,Freedom House,,,1,Civil liberties,e_fh_cl,9.3,9.3.1
9.3.2,9,Other Democracy Indices and Indicators,3,Freedom House,,,2,Political rights,e_fh_pr,9.3,9.3.2
9.3.3,9,Other Democracy Indices and Indicators,3,Freedom House,,,3,Rule of law,e_fh_rol,9.3,9.3.3
9.3.4,9,Other Democracy Indices and Indicators,3,Freedom House,,,4,Status,e_fh_status,9.3,9.3.4
9.4,9,Other Democracy Indices and Indicators,4,World Bank Governance Indicators,,,,World Bank Governance Indicators,,9.4,
9.4.1,9,Other Democracy Indices and Indicators,4,World Bank Governance Indicators,,,1,Control of corruption — estimate,e_wbgi_cce,9.4,9.4.1
9.4.2,9,Other Democracy Indices and Indicators,4,World Bank Governance Indicators,,,2,Government effectiveness,e_wbgi_gee,9.4,9.4.2
9.4.3,9,Other Democracy Indices and Indicators,4,World Bank Governance Indicators,,,3,Political stability — estimate,e_wbgi_pve,9.4,9.4.3
9.4.4,9,Other Democracy Indices and Indicators,4,World Bank Governance Indicators,,,4,Rule of law — estimate,e_wbgi_rle,9.4,9.4.4
9.4.5,9,Other Democracy Indices and Indicators,4,World Bank Governance Indicators,,,5,Regulatory quality — estimate,e_wbgi_rqe,9.4,9.4.5
9.4.6,9,Other Democracy Indices and Indicators,4,World Bank Governance Indicators,,,6,Voice and accountability — estimate,e_wbgi_vae,9.4,9.4.6
9.5,9,Other Democracy Indices and Indicators,5,Lexical Index of Electoral Democracy,,,,Lexical Index of Electoral Democracy,,9.5,
9.5.1,9,Other Democracy Indices and Indicators,5,Lexical Index of Electoral Democracy,,,1,Lexical index,e_lexical_index,9.5,9.5.1
9.6,9,Other Democracy Indices and Indicators,6,Unified Democracy Score,,,,Unified Democracy Score,,9.6,
9.6.1,9,Other Democracy Indices and Indicators,6,Unified Democracy Score,,,1,Unified democracy score posterior,e_uds,9.6,9.6.1
9.7,9,Other Democracy Indices and Indicators,7,Political Institutions and Political Events,,,,Political Institutions and Political Events,,9.7,
9.7.1,9,Other Democracy Indices and Indicators,7,Political Institutions and Political Events,,,1,Coups,e_coups,9.7,9.7.1
9.7.2,9,Other Democracy Indices and Indicators,7,Political Institutions and Political Events,,,2,Number of Parties in legislature,e_legparty,9.7,9.7.2
9.8,9,Other Democracy Indices and Indicators,8,Polity,,,,Polity,,9.8,
9.8.1,9,Other Democracy Indices and Indicators,8,Polity,,,1,Institutionalized autocracy,e_autoc,9.8,9.8.1
9.8.2,9,Other Democracy Indices and Indicators,8,Polity,,,2,Institutionalized democracy,e_democ,9.8,9.8.2
9.8.3,9,Other Democracy Indices and Indicators,8,Polity,,,3,Polity combined score,e_p_polity,9.8,9.8.3
9.8.4,9,Other Democracy Indices and Indicators,8,Polity,,,4,Political competition,e_polcomp,9.8,9.8.4
9.8.5,9,Other Democracy Indices and Indicators,8,Polity,,,5,Polity revised combined score,e_polity2,9.8,9.8.5
9.9,9,Other Democracy Indices and Indicators,9,Others,,,,Others,,9.9,
9.9.1,9,Other Democracy Indices and Indicators,9,Others,,,1,Democratic breakdown,e_bnr_dem,9.9,9.9.1
9.9.2,9,Other Democracy Indices and Indicators,9,Others,,,2,Democracy,e_chga_demo,9.9,9.9.2
9.9.3,9,Other Democracy Indices and Indicators,9,Others,,,3,Corruption perception index,e_ti_cpi,9.9,9.9.3
9.9.4,9,Other Democracy Indices and Indicators,9,Others,,,4,Index of Democratization,e_vanhanen,9.9,9.9.4
10,10,Background Factors,,,,,,Background Factors,E,,
10.1,10,Background Factors,1,Education,,,,Education,,10.1,
10.1.1,10,Background Factors,1,Education,,,1,Education 15+,e_peaveduc,10.1,10.1.
10.1.2,10,Background Factors,1,Education,,,2,"Educational inequality, Gini",e_peedgini,10.1,10.1.
10.2,10,Background Factors,2,Geography,,,,Geography,,10.2,
10.2.1,10,Background Factors,2,Geography,,,1,Land area,e_area,10.2,10.2.
10.2.2,10,Background Factors,2,Geography,,,2,Region,e_regiongeo,10.2,10.2.
10.2.3,10,Background Factors,2,Geography,,,3,Region,e_regionpol,10.2,10.2.
10.2.4,10,Background Factors,2,Geography,,,4,Region,e_regionpol_6C,10.2,10.2.
10.2.5,10,Background Factors,2,Geography,,,5,Region,e_regionpol_7C,10.2,10.2.
10.3,10,Background Factors,3,Economics,,,,Economics,,10.3,
10.3.1,10,Background Factors,3,Economics,,,1,Exports,e_cow_exports,10.3,10.3.
10.3.2,10,Background Factors,3,Economics,,,2,Imports,e_cow_imports,10.3,10.3.
10.3.3,10,Background Factors,3,Economics,,,3,GDP,e_gdp,10.3,10.3.
10.3.4,10,Background Factors,3,Economics,,,4,GDP per capita,e_gdppc,10.3,10.3.
10.3.5,10,Background Factors,3,Economics,,,5,Inflation,e_miinflat,10.3,10.3.
10.3.6,10,Background Factors,3,Economics,,,6,Population,e_pop,10.3,10.3.
10.4,10,Background Factors,4,Natural Resource Wealth,,,,Natural Resource Wealth,,10.4,
10.4.1,10,Background Factors,4,Natural Resource Wealth,,,1,"Petroleum, coal, and natural gas production per capita",e_total_fuel_income_pc,10.4,10.4.
10.4.2,10,Background Factors,4,Natural Resource Wealth,,,2,Petroleum production per capita,e_total_oil_income_pc,10.4,10.4.
10.4.3,10,Background Factors,4,Natural Resource Wealth,,,3,"Petroleum, coal, natural gas, and metals production per capita",e_total_resources_income_pc,10.4,10.4.
10.5,10,Background Factors,5,Infrastructure,,,,Infrastructure,,10.5,
10.5.1,10,Background Factors,5,Infrastructure,,,1,Radios,e_radio_n,10.5,10.5.
10.6,10,Background Factors,6,Demography,,,,Demography,,10.6,
10.6.1,10,Background Factors,6,Demography,,,1,Fertility rate,e_miferrat,10.6,10.6.
10.6.2,10,Background Factors,6,Demography,,,2,Population total,e_mipopula,10.6,10.6.
10.6.3,10,Background Factors,6,Demography,,,3,Urbanization,e_miurbani,10.6,10.6.
10.6.4,10,Background Factors,6,Demography,,,4,Urban population,e_miurbpop,10.6,10.6.
10.6.5,10,Background Factors,6,Demography,,,5,Child mortality rate,e_pechmor,10.6,10.6.
10.6.6,10,Background Factors,6,Demography,,,6,"Life expectancy, female",e_pefeliex,10.6,10.6.
10.6.7,10,Background Factors,6,Demography,,,7,Life expectancy,e_pelifeex,10.6,10.6.
